GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUUDE001,AUUDE002,AUUDE003,NAME_M,AUUDM001,AUUDM002,AUUDM003
"G48012100205081","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020508","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210205081",,,"481210205081","Block Group 1, Census Tract 205.08, Denton County, Texas",591,539,52,"Block Group 1, Census Tract 205.08, Denton County, Texas",155,148,82
"G48012100205082","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020508","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210205082",,,"481210205082","Block Group 2, Census Tract 205.08, Denton County, Texas",806,768,38,"Block Group 2, Census Tract 205.08, Denton County, Texas",299,296,60
"G48012100206011","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020601","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210206011",,,"481210206011","Block Group 1, Census Tract 206.01, Denton County, Texas",894,784,110,"Block Group 1, Census Tract 206.01, Denton County, Texas",190,180,78
"G48012100206012","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020601","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210206012",,,"481210206012","Block Group 2, Census Tract 206.01, Denton County, Texas",404,316,88,"Block Group 2, Census Tract 206.01, Denton County, Texas",115,97,72
"G48012100206013","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020601","3",,,,,,,,,,,,,,,,,,,,,,"1500000US481210206013",,,"481210206013","Block Group 3, Census Tract 206.01, Denton County, Texas",556,556,0,"Block Group 3, Census Tract 206.01, Denton County, Texas",152,152,15
"G48012100206031","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020603","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210206031",,,"481210206031","Block Group 1, Census Tract 206.03, Denton County, Texas",263,263,0,"Block Group 1, Census Tract 206.03, Denton County, Texas",119,119,15
"G48012100206032","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020603","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210206032",,,"481210206032","Block Group 2, Census Tract 206.03, Denton County, Texas",965,833,132,"Block Group 2, Census Tract 206.03, Denton County, Texas",189,198,97
"G48012100206041","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020604","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210206041",,,"481210206041","Block Group 1, Census Tract 206.04, Denton County, Texas",575,492,83,"Block Group 1, Census Tract 206.04, Denton County, Texas",131,96,95
"G48012100206042","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020604","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210206042",,,"481210206042","Block Group 2, Census Tract 206.04, Denton County, Texas",875,859,16,"Block Group 2, Census Tract 206.04, Denton County, Texas",142,142,26
"G48012100206051","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020605","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210206051",,,"481210206051","Block Group 1, Census Tract 206.05, Denton County, Texas",1128,1076,52,"Block Group 1, Census Tract 206.05, Denton County, Texas",171,175,59
"G48012100207001","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020700","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210207001",,,"481210207001","Block Group 1, Census Tract 207, Denton County, Texas",412,354,58,"Block Group 1, Census Tract 207, Denton County, Texas",121,112,57
"G48012100207002","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020700","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210207002",,,"481210207002","Block Group 2, Census Tract 207, Denton County, Texas",1000,920,80,"Block Group 2, Census Tract 207, Denton County, Texas",203,194,87
"G48012100207003","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020700","3",,,,,,,,,,,,,,,,,,,,,,"1500000US481210207003",,,"481210207003","Block Group 3, Census Tract 207, Denton County, Texas",665,655,10,"Block Group 3, Census Tract 207, Denton County, Texas",257,255,16
"G48012100208001","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020800","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210208001",,,"481210208001","Block Group 1, Census Tract 208, Denton County, Texas",797,739,58,"Block Group 1, Census Tract 208, Denton County, Texas",256,255,95
"G48012100208002","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020800","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210208002",,,"481210208002","Block Group 2, Census Tract 208, Denton County, Texas",738,684,54,"Block Group 2, Census Tract 208, Denton County, Texas",218,216,86
"G48012100208003","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020800","3",,,,,,,,,,,,,,,,,,,,,,"1500000US481210208003",,,"481210208003","Block Group 3, Census Tract 208, Denton County, Texas",992,992,0,"Block Group 3, Census Tract 208, Denton County, Texas",236,236,15
"G48012100209001","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020900","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210209001",,,"481210209001","Block Group 1, Census Tract 209, Denton County, Texas",139,96,43,"Block Group 1, Census Tract 209, Denton County, Texas",63,39,60
"G48012100209002","2020-2024","TX",,,"Texas","48","Denton County","121",,,"020900","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210209002",,,"481210209002","Block Group 2, Census Tract 209, Denton County, Texas",1329,1236,93,"Block Group 2, Census Tract 209, Denton County, Texas",211,199,89
"G48012100210001","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021000","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210210001",,,"481210210001","Block Group 1, Census Tract 210, Denton County, Texas",687,635,52,"Block Group 1, Census Tract 210, Denton County, Texas",178,168,62
"G48012100210002","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021000","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210210002",,,"481210210002","Block Group 2, Census Tract 210, Denton County, Texas",434,398,36,"Block Group 2, Census Tract 210, Denton County, Texas",132,134,46
"G48012100210003","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021000","3",,,,,,,,,,,,,,,,,,,,,,"1500000US481210210003",,,"481210210003","Block Group 3, Census Tract 210, Denton County, Texas",671,543,128,"Block Group 3, Census Tract 210, Denton County, Texas",156,146,92
"G48012100211001","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021100","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210211001",,,"481210211001","Block Group 1, Census Tract 211, Denton County, Texas",564,564,0,"Block Group 1, Census Tract 211, Denton County, Texas",197,197,15
"G48012100211002","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021100","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210211002",,,"481210211002","Block Group 2, Census Tract 211, Denton County, Texas",614,561,53,"Block Group 2, Census Tract 211, Denton County, Texas",185,183,84
"G48012100211003","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021100","3",,,,,,,,,,,,,,,,,,,,,,"1500000US481210211003",,,"481210211003","Block Group 3, Census Tract 211, Denton County, Texas",1121,973,148,"Block Group 3, Census Tract 211, Denton County, Texas",238,226,127
"G48012100212021","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021202","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210212021",,,"481210212021","Block Group 1, Census Tract 212.02, Denton County, Texas",696,645,51,"Block Group 1, Census Tract 212.02, Denton County, Texas",174,181,62
"G48012100212022","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021202","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210212022",,,"481210212022","Block Group 2, Census Tract 212.02, Denton County, Texas",720,720,0,"Block Group 2, Census Tract 212.02, Denton County, Texas",159,159,15
"G48012100212031","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021203","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210212031",,,"481210212031","Block Group 1, Census Tract 212.03, Denton County, Texas",329,329,0,"Block Group 1, Census Tract 212.03, Denton County, Texas",172,172,15
"G48012100212032","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021203","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210212032",,,"481210212032","Block Group 2, Census Tract 212.03, Denton County, Texas",751,751,0,"Block Group 2, Census Tract 212.03, Denton County, Texas",141,141,15
"G48012100212033","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021203","3",,,,,,,,,,,,,,,,,,,,,,"1500000US481210212033",,,"481210212033","Block Group 3, Census Tract 212.03, Denton County, Texas",643,598,45,"Block Group 3, Census Tract 212.03, Denton County, Texas",147,164,73
"G48012100212041","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021204","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210212041",,,"481210212041","Block Group 1, Census Tract 212.04, Denton County, Texas",1198,981,217,"Block Group 1, Census Tract 212.04, Denton County, Texas",175,195,111
"G48012100212042","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021204","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210212042",,,"481210212042","Block Group 2, Census Tract 212.04, Denton County, Texas",0,0,0,"Block Group 2, Census Tract 212.04, Denton County, Texas",15,15,15
"G48012100212043","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021204","3",,,,,,,,,,,,,,,,,,,,,,"1500000US481210212043",,,"481210212043","Block Group 3, Census Tract 212.04, Denton County, Texas",385,385,0,"Block Group 3, Census Tract 212.04, Denton County, Texas",100,100,15
"G48012100213011","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021301","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210213011",,,"481210213011","Block Group 1, Census Tract 213.01, Denton County, Texas",389,331,58,"Block Group 1, Census Tract 213.01, Denton County, Texas",193,167,90
"G48012100213012","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021301","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210213012",,,"481210213012","Block Group 2, Census Tract 213.01, Denton County, Texas",996,625,371,"Block Group 2, Census Tract 213.01, Denton County, Texas",226,245,212
"G48012100213013","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021301","3",,,,,,,,,,,,,,,,,,,,,,"1500000US481210213013",,,"481210213013","Block Group 3, Census Tract 213.01, Denton County, Texas",680,539,141,"Block Group 3, Census Tract 213.01, Denton County, Texas",228,227,108
"G48012100213041","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021304","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210213041",,,"481210213041","Block Group 1, Census Tract 213.04, Denton County, Texas",1125,1067,58,"Block Group 1, Census Tract 213.04, Denton County, Texas",373,368,94
"G48012100213042","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021304","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210213042",,,"481210213042","Block Group 2, Census Tract 213.04, Denton County, Texas",341,341,0,"Block Group 2, Census Tract 213.04, Denton County, Texas",117,117,15
"G48012100213043","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021304","3",,,,,,,,,,,,,,,,,,,,,,"1500000US481210213043",,,"481210213043","Block Group 3, Census Tract 213.04, Denton County, Texas",468,468,0,"Block Group 3, Census Tract 213.04, Denton County, Texas",179,179,15
"G48012100213044","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021304","4",,,,,,,,,,,,,,,,,,,,,,"1500000US481210213044",,,"481210213044","Block Group 4, Census Tract 213.04, Denton County, Texas",1054,985,69,"Block Group 4, Census Tract 213.04, Denton County, Texas",241,252,100
"G48012100213051","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021305","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210213051",,,"481210213051","Block Group 1, Census Tract 213.05, Denton County, Texas",662,654,8,"Block Group 1, Census Tract 213.05, Denton County, Texas",90,89,13
"G48012100213052","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021305","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210213052",,,"481210213052","Block Group 2, Census Tract 213.05, Denton County, Texas",958,938,20,"Block Group 2, Census Tract 213.05, Denton County, Texas",217,221,33
"G48012100213061","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021306","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210213061",,,"481210213061","Block Group 1, Census Tract 213.06, Denton County, Texas",514,482,32,"Block Group 1, Census Tract 213.06, Denton County, Texas",118,118,51
"G48012100213062","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021306","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210213062",,,"481210213062","Block Group 2, Census Tract 213.06, Denton County, Texas",914,875,39,"Block Group 2, Census Tract 213.06, Denton County, Texas",214,215,61
"G48012100213071","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021307","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210213071",,,"481210213071","Block Group 1, Census Tract 213.07, Denton County, Texas",535,535,0,"Block Group 1, Census Tract 213.07, Denton County, Texas",104,104,15
"G48012100213072","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021307","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210213072",,,"481210213072","Block Group 2, Census Tract 213.07, Denton County, Texas",1155,1143,12,"Block Group 2, Census Tract 213.07, Denton County, Texas",267,265,21
"G48012100214101","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021410","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214101",,,"481210214101","Block Group 1, Census Tract 214.10, Denton County, Texas",975,953,22,"Block Group 1, Census Tract 214.10, Denton County, Texas",363,362,37
"G48012100214102","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021410","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214102",,,"481210214102","Block Group 2, Census Tract 214.10, Denton County, Texas",1062,984,78,"Block Group 2, Census Tract 214.10, Denton County, Texas",212,206,86
"G48012100214111","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021411","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214111",,,"481210214111","Block Group 1, Census Tract 214.11, Denton County, Texas",248,248,0,"Block Group 1, Census Tract 214.11, Denton County, Texas",99,99,15
"G48012100214112","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021411","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214112",,,"481210214112","Block Group 2, Census Tract 214.11, Denton County, Texas",646,543,103,"Block Group 2, Census Tract 214.11, Denton County, Texas",344,349,112
"G48012100214113","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021411","3",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214113",,,"481210214113","Block Group 3, Census Tract 214.11, Denton County, Texas",590,576,14,"Block Group 3, Census Tract 214.11, Denton County, Texas",214,211,26
"G48012100214114","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021411","4",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214114",,,"481210214114","Block Group 4, Census Tract 214.11, Denton County, Texas",1444,1372,72,"Block Group 4, Census Tract 214.11, Denton County, Texas",393,405,78
"G48012100214121","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021412","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214121",,,"481210214121","Block Group 1, Census Tract 214.12, Denton County, Texas",752,630,122,"Block Group 1, Census Tract 214.12, Denton County, Texas",131,124,109
"G48012100214122","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021412","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214122",,,"481210214122","Block Group 2, Census Tract 214.12, Denton County, Texas",763,763,0,"Block Group 2, Census Tract 214.12, Denton County, Texas",175,175,15
"G48012100214123","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021412","3",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214123",,,"481210214123","Block Group 3, Census Tract 214.12, Denton County, Texas",741,718,23,"Block Group 3, Census Tract 214.12, Denton County, Texas",141,136,30
"G48012100214131","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021413","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214131",,,"481210214131","Block Group 1, Census Tract 214.13, Denton County, Texas",655,648,7,"Block Group 1, Census Tract 214.13, Denton County, Texas",228,228,11
"G48012100214132","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021413","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214132",,,"481210214132","Block Group 2, Census Tract 214.13, Denton County, Texas",415,415,0,"Block Group 2, Census Tract 214.13, Denton County, Texas",95,95,15
"G48012100214141","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021414","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214141",,,"481210214141","Block Group 1, Census Tract 214.14, Denton County, Texas",578,552,26,"Block Group 1, Census Tract 214.14, Denton County, Texas",152,151,43
"G48012100214142","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021414","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214142",,,"481210214142","Block Group 2, Census Tract 214.14, Denton County, Texas",930,911,19,"Block Group 2, Census Tract 214.14, Denton County, Texas",263,268,34
"G48012100214151","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021415","1",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214151",,,"481210214151","Block Group 1, Census Tract 214.15, Denton County, Texas",0,0,0,"Block Group 1, Census Tract 214.15, Denton County, Texas",15,15,15
"G48012100214152","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021415","2",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214152",,,"481210214152","Block Group 2, Census Tract 214.15, Denton County, Texas",937,794,143,"Block Group 2, Census Tract 214.15, Denton County, Texas",211,188,157
"G48012100214153","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021415","3",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214153",,,"481210214153","Block Group 3, Census Tract 214.15, Denton County, Texas",943,943,0,"Block Group 3, Census Tract 214.15, Denton County, Texas",181,181,15
"G48012100214154","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021415","4",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214154",,,"481210214154","Block Group 4, Census Tract 214.15, Denton County, Texas",662,590,72,"Block Group 4, Census Tract 214.15, Denton County, Texas",287,274,111
"G48012100214155","2020-2024","TX",,,"Texas","48","Denton County","121",,,"021415","5",,,,,,,,,,,,,,,,,,,,,,"1500000US481210214155",,,"481210214155","Block Group 5, Census Tract 214.15, Denton County, Texas",981,981,0,"Block Group 5, Census Tract 214.15, Denton County, Texas",243,243,15
